model,val_f1,trial_no,lr,wd,dropout,bs,d_model,n_heads,n_layers,d_ff,patience,e4_accuracy,e4_f1,e4_precision,e4_recall,e4_auroc
iTransformer,0.9110707753820311,3,0.0005833664930773969,0.00048449718450737636,0.14512650407663794,32,256,8,1,256,94,0.8656330749354005,0.9256080114449213,0.9216524216524217,0.9295977011494253,0.8334806955496611
